time,open,high,low,close,volume
1704153600000,95.82921826987588,95.70504874238618,94.96820684360621,95.04587655972915,650653
1704240000000,95.04587655972915,94.30990712636336,93.87860424594594,94.18146143578123,2914488
1704326400000,94.18146143578123,94.45820970412673,93.78454423473852,94.07457126854707,763606
1704412800000,94.07457126854707,95.40632464992113,94.883648587411,95.05105127736547,2988144
1704672000000,95.05105127736547,96.9309141561619,96.75140178351833,96.83727265338038,2268109
1704758400000,96.83727265338038,96.87043140677598,96.12513346606421,96.56910863361352,1433015
1704844800000,96.56910863361352,96.73152302955889,96.19638278177158,96.48828819201933,2248350
1704931200000,96.48828819201933,95.08035598054765,94.98816163578172,95.05376781925742,2145437
1705017600000,95.05376781925742,97.70790508363648,96.76948021917428,97.23718241155176,2821889
1705276800000,97.23718241155176,95.67609958393611,95.4520133540451,95.57325643443367,1394235
1705363200000,95.57325643443367,97.11731259890075,96.8705657633826,96.88833944844372,2086250
1705449600000,96.88833944844372,96.68718550687385,96.11385865689337,96.43451142067087,886213
1705536000000,96.43451142067087,95.9553474219005,95.29270577669227,95.71198568729973,1603036
1705622400000,95.71198568729973,94.61561041614533,94.24467812436163,94.40838433977117,2996589
1705881600000,94.40838433977117,97.8816431289122,96.83588415344927,97.11040741451855,916690
1705968000000,97.11040741451855,97.57690103700632,96.98948844401906,97.3393839935998,1523577
1706054400000,97.3393839935998,97.59876253665165,97.11717345303165,97.33503927406761,1663951
1706140800000,97.33503927406761,98.64643259672789,98.02154493513186,98.34156031079932,652117
1706227200000,98.34156031079932,97.54827865580448,97.50445560686255,97.54401097382872,1377751
1706486400000,97.54401097382872,97.77337210724183,97.32469382083309,97.5169085130643,1665158
1706572800000,97.5169085130643,98.30753760935472,96.52593412799638,97.55357832683464,1422426
1706659200000,97.55357832683464,97.18665590511488,96.71861546032109,96.92477246755205,2315879
1706745600000,96.92477246755205,98.55564206327261,98.21756270056672,98.29099081023388,1178066
1706832000000,98.29099081023388,98.93277553463086,97.81831167909654,98.00360240797927,2377779
1707091200000,98.00360240797927,96.24463208583136,95.6172379200965,96.1476508923115,2125199
1707177600000,96.1476508923115,96.2253113340835,95.73900585628917,95.77094743801072,2301951
1707264000000,95.77094743801072,96.26229640758332,95.8019924626295,96.02858508343594,552949
1707350400000,96.02858508343594,95.24152176666907,94.64943894285797,94.9701658155287,963930
1707436800000,94.9701658155287,94.07798992547092,93.94753985113019,94.01332833482569,2692710
1707696000000,94.01332833482569,93.4322236607032,92.96927715766819,93.36885677263872,1509260
1707782400000,93.36885677263872,95.01463034940171,94.23004113363776,94.7091506447721,1289148
