time,open,high,low,close,volume
1704153600000,94.19795259172461,95.43629181168494,94.83540598186431,95.14168561996131,1460002
1704240000000,95.14168561996131,96.51892786852645,96.06457877804787,96.27594314761473,1204824
1704326400000,96.27594314761473,96.28988184844812,95.5554870208536,96.23788571989569,2793143
1704412800000,96.23788571989569,98.81850194318598,98.18315687110706,98.33558166738483,2332500
1704672000000,98.33558166738483,98.53567631513916,98.12196660419174,98.29463460444774,685541
1704758400000,98.29463460444774,100.08401915542764,99.71983753183585,99.74035194965039,2614346
1704844800000,99.74035194965039,99.50672487031764,98.42626556887407,99.14350376348106,2203728
1704931200000,99.14350376348106,102.30448707872978,101.65709089633094,101.84071055666011,1068011
1705017600000,101.84071055666011,103.71256866477637,103.49154760847664,103.67807757657445,968451
1705276800000,103.67807757657445,103.93726040078434,103.37247838106065,103.43591714423128,1083526
1705363200000,103.43591714423128,105.53973214789302,104.31700537747925,105.13376419654294,759425
1705449600000,105.13376419654294,107.51275286479036,105.96832853954359,106.79569412852365,2178297
1705536000000,106.79569412852365,109.09614227391964,108.52329564007199,108.70055477025423,1010609
1705622400000,108.70055477025423,105.99341089337331,104.60324267132381,105.37607482693817,2565331
1705881600000,105.37607482693817,106.36400819860236,105.98757126084482,106.20140315284466,800589
1705968000000,106.20140315284466,107.25198307061194,106.43817254417557,106.80755671306235,1209163
1706054400000,106.80755671306235,107.61134862278402,106.68435276643703,107.32588090173641,2593333
1706140800000,107.32588090173641,107.94622503448423,107.12852376058419,107.52123087668922,1130458
1706227200000,107.52123087668922,108.45368819354576,107.64476435172776,107.75495357757022,2468093
1706486400000,107.75495357757022,109.47036999793552,108.9798893205722,109.32792630307902,2944913
1706572800000,109.32792630307902,110.46250920322333,109.7144004624227,109.94821802493604,2810634
1706659200000,109.94821802493604,110.23126108181224,110.11528450155589,110.1464411741141,1295911
1706745600000,110.1464411741141,111.74211764574352,110.85268926211731,111.56430918828073,1099649
1706832000000,111.56430918828073,112.23063958099863,112.03348033777071,112.03469936273574,2225240
1707091200000,112.03469936273574,113.31686521522404,112.27150298679149,112.63552141557429,928910
1707177600000,112.63552141557429,115.48290952111587,114.78474918531951,115.06894937747998,581171
1707264000000,115.06894937747998,114.37990876466202,114.04936782517679,114.3769513485636,2973447
1707350400000,114.3769513485636,112.4552541467225,111.95873564516828,112.20510185587875,2683448
1707436800000,112.20510185587875,112.977818718213,111.36156118574235,112.2127724358505,1689138
1707696000000,112.2127724358505,112.96420845904608,112.40848663320386,112.4118962604452,2749476
1707782400000,112.4118962604452,113.70732756901054,113.08213561781675,113.29526810033573,2838687
1707868800000,113.29526810033573,113.48226589585086,112.61385318053391,113.35053250973218,1880679
1707955200000,113.35053250973218,114.57401021317267,114.1994295534183,114.28697010467602,1952242
1708041600000,114.28697010467602,118.99115178859684,117.21005734715864,117.63048114853471,1283258
1708300800000,117.63048114853471,119.58610414830613,117.19977960545137,118.6677669433392,2396999
1708387200000,118.6677669433392,120.48005683946982,119.2618180513756,119.96454262228853,1720575
1708473600000,119.96454262228853,119.95061615286365,119.10143925393353,119.68210087519898,1860573
1708560000000,119.68210087519898,118.1864489615328,117.1878434979313,117.59686944980487,2377887
1708646400000,117.59686944980487,114.65422394029186,114.19898700975264,114.25978321473166,2261201
1708905600000,114.25978321473166,114.19373717696361,113.07181094111071,113.45720341768966,2837180
1708992000000,113.45720341768966,110.17898678643147,109.6861477874657,109.8532966325866,1900507
1709078400000,109.8532966325866,110.72701874280776,110.18514906136137,110.44239463585035,1765832
1709164800000,110.44239463585035,109.90493763000563,109.24073508805351,109.8466900265358,540736
1709251200000,109.8466900265358,108.18856492525569,107.5647480649087,108.02757409235838,1835250
1709510400000,108.02757409235838,108.73418369146106,107.55362663381437,108.11080819735875,709124
1709596800000,108.11080819735875,107.29043765274258,106.82671061061666,107.06607006981842,888742
1709683200000,107.06607006981842,108.18213070531205,107.16418286778614,107.55957131727276,2821945
1709769600000,107.55957131727276,108.96278783649149,108.33184258365803,108.38686747648123,1142911
1709856000000,108.38686747648123,107.58306274563563,107.2566763472685,107.38732270552849,1176935
1710115200000,107.38732270552849,107.27943587387112,106.57462333779375,106.99564095817573,2185124
1710201600000,106.99564095817573,108.069524428443,106.98756126436926,107.18595935246252,932859
1710288000000,107.18595935246252,105.53101619443211,104.00759994304475,105.29042855088507,901072
1710374400000,105.29042855088507,105.7493927294383,105.17562992907158,105.47760232172044,2595637
1710460800000,105.47760232172044,104.23018540015049,103.53243288687895,103.58193524933806,1887168
1710720000000,103.58193524933806,104.66600083133156,104.10937482989465,104.20224641568454,1456010
1710806400000,104.20224641568454,103.58828780899059,103.47435865958766,103.57474424409995,1243264
1710892800000,103.57474424409995,102.03489809304703,101.14761193577418,101.70640989341244,1165329
1710979200000,101.70640989341244,101.32004378893919,99.94315050786194,100.91720037427883,774548
1711065600000,100.91720037427883,100.53897708911673,99.99756184322732,100.18533925262194,1977775
1711324800000,100.18533925262194,101.96713463575021,100.85585513472937,101.38979250762743,2767686
1711411200000,101.38979250762743,101.84090054884496,100.81320347500166,101.51953660363553,2878656
1711497600000,101.51953660363553,100.40949620397775,99.85120802601462,100.27335084207444,919503
1711584000000,100.27335084207444,102.9115959742232,101.86993852067597,102.17742098994027,2793696
1711670400000,102.17742098994027,103.19175971693306,102.71617002389733,102.86383713516393,2312901
1711929600000,102.86383713516393,102.62688494360756,101.15311015770182,102.3664011532979,658253
1712016000000,102.3664011532979,101.0276368086259,99.94390322644094,100.37578306943247,1169745
1712102400000,100.37578306943247,99.83167112279116,99.45060731922484,99.78405548665799,2159537
1712188800000,99.78405548665799,99.46681798417674,99.13637880842073,99.44018396376849,1779898
1712275200000,99.44018396376849,99.91705653075238,99.5914869763678,99.80099153173337,2864840
1712534400000,99.80099153173337,100.59333028874299,99.8475606709047,100.44840835984557,1271143
1712620800000,100.44840835984557,102.01402962985263,101.27365065540855,101.3402882855044,796694
1712707200000,101.3402882855044,99.3204995041979,99.25297975514421,99.29953716682944,1961433
1712793600000,99.29953716682944,99.52832072156056,99.41230980223347,99.46855072395871,2415029
1712880000000,99.46855072395871,99.97713897762907,98.93478585591603,99.19845482565896,1826325
1713139200000,99.19845482565896,102.3505651938545,102.19684325132074,102.30691055604976,996389
1713225600000,102.30691055604976,102.77478684938205,102.20465150590901,102.30448928593418,2647865
1713312000000,102.30448928593418,101.68371398526646,100.85761579977225,101.45824308485531,1886123
1713398400000,101.45824308485531,102.38671910542736,101.43454844773574,101.51145045391281,2076845
1713484800000,101.51145045391281,101.60222777244648,101.14608059400135,101.41980394142313,1488722
1713744000000,101.41980394142313,99.60319603711642,98.85479690841667,98.9179323795135,2537398
1713830400000,98.9179323795135,99.38331026444648,99.06928914375989,99.32346163324134,2450639
1713916800000,99.32346163324134,99.0013684524163,98.77495743527533,98.87385440868184,595335
1714003200000,98.87385440868184,99.40267998285513,98.53653471628354,98.76308656529365,2704593
1714089600000,98.76308656529365,97.7091517161665,97.36431489586859,97.64876019924121,1565560
